"","beta","HR (95% CI)","z","wald.test","P-value"
"GALNT6|11226","-0.0937","0.9105(0.8072-1.0272)","-1.5238","2.32","0.1276"
"MMP10|4319","0.0484","1.0496(0.9862-1.117)","1.5233","2.32","0.1277"
"C12orf32|83695","0.2739","1.315(0.9243-1.8709)","1.5225","2.32","0.1279"
"BRDT|676","-0.0421","0.9588(0.9082-1.0122)","-1.5223","2.32","0.1279"
"CENPL|91687","0.1863","1.2047(0.9477-1.5314)","1.5214","2.31","0.1281"
"HHIPL2|79802","0.0453","1.0464(0.987-1.1093)","1.5213","2.31","0.1282"
"CTAG2|30848","-0.0615","0.9404(0.8687-1.0179)","-1.5208","2.31","0.1283"
"STIL|6491","0.1379","1.1478(0.9608-1.3712)","1.5195","2.31","0.1286"
"RAG1AP1|55974","-0.1696","0.844(0.6779-1.0507)","-1.5178","2.3","0.1291"
"ST8SIA2|8128","0.0755","1.0784(0.9782-1.1889)","1.5167","2.3","0.1293"
"F5|2153","0.0602","1.0621(0.9823-1.1483)","1.5121","2.29","0.1305"
"SLC9A7|84679","0.1256","1.1338(0.9634-1.3343)","1.5117","2.29","0.1306"
"TMEM171|134285","0.0737","1.0765(0.9784-1.1845)","1.5119","2.29","0.1306"
"ZNF486|90649","-0.0757","0.9271(0.8403-1.0228)","-1.5102","2.28","0.131"
"TDRD1|56165","-0.0595","0.9422(0.8721-1.018)","-1.5091","2.28","0.1313"
"RHOXF1|158800","-0.1348","0.8739(0.7335-1.0411)","-1.5088","2.28","0.1313"
"TMEM198|130612","-0.1249","0.8825(0.7503-1.0381)","-1.5084","2.28","0.1315"
"COL6A4P2|646300","-0.0973","0.9072(0.7994-1.0296)","-1.5077","2.27","0.1316"
"C14orf105|55195","0.0593","1.0611(0.9823-1.1462)","1.5075","2.27","0.1317"
"SLC38A3|10991","-0.0734","0.9292(0.8445-1.0223)","-1.5069","2.27","0.1318"
"CLNK|116449","-0.1423","0.8674(0.7208-1.0438)","-1.5063","2.27","0.132"
"CDH7|1005","0.0905","1.0947(0.9729-1.2317)","1.5034","2.26","0.1327"
"MRPL3|11222","0.2756","1.3173(0.9191-1.888)","1.5006","2.25","0.1334"
"ZNF117|51351","-0.1053","0.9001(0.7844-1.0328)","-1.5003","2.25","0.1335"
"BPHL|670","-0.2076","0.8125(0.6194-1.0657)","-1.5002","2.25","0.1336"
"CD27|939","-0.095","0.9094(0.8033-1.0296)","-1.4993","2.25","0.1338"
"SEZ6|124925","-0.1345","0.8742(0.7333-1.0422)","-1.4992","2.25","0.1338"
"TMEM176A|55365","-0.102","0.903(0.7902-1.0319)","-1.4988","2.25","0.1339"
"FAM83F|113828","0.0537","1.0552(0.9836-1.132)","1.4981","2.24","0.1341"
"TRIM17|51127","0.0783","1.0815(0.9761-1.1982)","1.4973","2.24","0.1343"
"TIMP1|7076","0.144","1.1549(0.9562-1.395)","1.4948","2.23","0.135"
"MMP8|4317","0.0741","1.0769(0.9772-1.1869)","1.4948","2.23","0.135"
"VPREB3|29802","-0.084","0.9194(0.8234-1.0265)","-1.4943","2.23","0.1351"
"KIF3C|3797","0.0999","1.1051(0.9692-1.26)","1.4921","2.23","0.1357"
"DNAJC5G|285126","-0.1596","0.8525(0.6912-1.0514)","-1.4918","2.23","0.1357"
"POU2AF1|5450","-0.0733","0.9293(0.8438-1.0234)","-1.4904","2.22","0.1361"
"ESX1|80712","0.131","1.14(0.9596-1.3544)","1.4906","2.22","0.1361"
"LOC100130015|100130015","-0.1137","0.8925(0.7686-1.0365)","-1.4901","2.22","0.1362"
"LIMS3-LOC440895|100271835","-0.0963","0.9081(0.8001-1.0308)","-1.4903","2.22","0.1362"
"FAM128A|653784","0.1743","1.1904(0.9461-1.4978)","1.4874","2.21","0.1369"
"PITX1|5307","0.053","1.0544(0.9832-1.1308)","1.4862","2.21","0.1372"
"C19orf40|91442","0.1578","1.1709(0.9509-1.4418)","1.4859","2.21","0.1373"
"CHPF|79586","0.1753","1.1916(0.9456-1.5015)","1.4857","2.21","0.1374"
"MAEL|84944","-0.064","0.938(0.862-1.0207)","-1.4851","2.21","0.1375"
"SIM2|6493","0.0866","1.0905(0.9727-1.2225)","1.4852","2.21","0.1375"
"C6orf125|84300","-0.1843","0.8317(0.652-1.0608)","-1.4846","2.2","0.1376"
"ZNF710|374655","-0.1166","0.8899(0.7629-1.0382)","-1.4833","2.2","0.138"
"IRAK1|3654","0.2287","1.257(0.9291-1.7007)","1.483","2.2","0.1381"
"SLC7A3|84889","0.1168","1.1239(0.9631-1.3115)","1.4827","2.2","0.1381"
"SLC38A8|146167","-0.0875","0.9162(0.8161-1.0286)","-1.4825","2.2","0.1382"
"SEZ6L|23544","-0.1013","0.9037(0.7904-1.0333)","-1.4813","2.19","0.1385"
"FOXD1|2297","0.0585","1.0603(0.9812-1.1457)","1.4807","2.19","0.1387"
"PKP3|11187","0.1902","1.2095(0.9402-1.556)","1.4803","2.19","0.1388"
"C20orf70|140683","-0.0504","0.9508(0.8893-1.0165)","-1.4792","2.19","0.1391"
"TRIM54|57159","-0.0592","0.9425(0.8714-1.0195)","-1.4786","2.19","0.1392"
"LOC729375|729375","-0.1487","0.8618(0.7073-1.05)","-1.476","2.18","0.1399"
"IPO4|79711","0.1815","1.199(0.942-1.5263)","1.4743","2.17","0.1404"
"RHCE|6006","-0.0823","0.921(0.8253-1.0277)","-1.4708","2.16","0.1413"
"GJA3|2700","0.0786","1.0817(0.9741-1.2013)","1.4691","2.16","0.1418"
"PLAU|5328","0.0766","1.0796(0.9747-1.1959)","1.4682","2.16","0.1421"
"COL18A1|80781","0.1328","1.142(0.9565-1.3636)","1.4681","2.16","0.1421"
"BACE2|25825","0.0998","1.105(0.9668-1.2629)","1.4652","2.15","0.1429"
"QPCT|25797","-0.0672","0.935(0.8545-1.023)","-1.4645","2.14","0.143"
"DPP10|57628","-0.0507","0.9506(0.8881-1.0174)","-1.4635","2.14","0.1433"
"TTF2|8458","0.2145","1.2392(0.9298-1.6517)","1.4633","2.14","0.1434"
"NKAIN1|79570","0.0643","1.0664(0.9782-1.1625)","1.4604","2.13","0.1442"
"TRPV1|7442","-0.1067","0.8988(0.7787-1.0375)","-1.4576","2.12","0.145"
"RAET1K|646024","0.1198","1.1273(0.9593-1.3246)","1.4556","2.12","0.1455"
"ENTPD2|954","0.0714","1.074(0.9755-1.1825)","1.4543","2.11","0.1459"
"C20orf186|149954","-0.0752","0.9276(0.8382-1.0265)","-1.4543","2.12","0.1459"
"LOC349114|349114","-0.1155","0.8909(0.7624-1.0411)","-1.4531","2.11","0.1462"
"CBR1|873","-0.0964","0.9081(0.7974-1.0342)","-1.4526","2.11","0.1463"
"GPR81|27198","-0.0585","0.9432(0.8717-1.0206)","-1.4522","2.11","0.1464"
"HSD3B1|3283","0.1031","1.1086(0.9646-1.2742)","1.4522","2.11","0.1464"
"MUC13|56667","0.034","1.0346(0.9882-1.0831)","1.4521","2.11","0.1465"
"ORM2|5005","-0.0451","0.9559(0.8994-1.0159)","-1.4522","2.11","0.1465"
"MESP1|55897","-0.0904","0.9135(0.8085-1.0322)","-1.4512","2.11","0.1467"
"IFITM5|387733","-0.1319","0.8764(0.7334-1.0473)","-1.4513","2.11","0.1467"
"ALOXE3|59344","0.0851","1.0888(0.9706-1.2215)","1.4508","2.1","0.1468"
"LOC150197|150197","-0.0866","0.917(0.8158-1.0309)","-1.4504","2.1","0.1469"
"SYT1|6857","0.0607","1.0626(0.9789-1.1534)","1.4501","2.1","0.147"
"FNDC1|84624","0.0684","1.0708(0.9762-1.1746)","1.4495","2.1","0.1472"
"ESPNP|284729","-0.0951","0.9093(0.7995-1.0341)","-1.4491","2.1","0.1473"
"KCNK16|83795","-0.1234","0.8839(0.748-1.0444)","-1.4493","2.1","0.1473"
"OOEP|441161","0.0674","1.0697(0.9764-1.1719)","1.4461","2.09","0.1482"
"ACSL6|23305","-0.085","0.9185(0.8184-1.0308)","-1.4445","2.09","0.1486"
"MUC5B|727897","0.0331","1.0336(0.9883-1.0811)","1.4443","2.09","0.1487"
"RDH16|8608","0.1095","1.1157(0.9616-1.2944)","1.4435","2.08","0.1489"
"LOC84931|84931","-0.1147","0.8916(0.763-1.042)","-1.4427","2.08","0.1491"
"C2orf14|100132708","-0.217","0.8049(0.5992-1.0812)","-1.4412","2.08","0.1495"
"FIGNL2|401720","-0.0824","0.9209(0.823-1.0305)","-1.4368","2.06","0.1508"
"SNHG12|85028","-0.1039","0.9014(0.7822-1.0386)","-1.4359","2.06","0.151"
"HHATL|57467","-0.0847","0.9188(0.8183-1.0315)","-1.4344","2.06","0.1515"
"C1orf56|54964","-0.1725","0.8415(0.6647-1.0655)","-1.4332","2.05","0.1518"
"ISM2|145501","0.0786","1.0818(0.9715-1.2046)","1.4325","2.05","0.152"
"ZNF492|57615","-0.073","0.9296(0.8411-1.0274)","-1.4299","2.04","0.1527"
"DMRTA2|63950","-0.0467","0.9543(0.8951-1.0175)","-1.4288","2.04","0.1531"
"GAS2|2620","0.0811","1.0845(0.9703-1.2122)","1.4286","2.04","0.1531"
"APOF|319","-0.1377","0.8713(0.7212-1.0527)","-1.4277","2.04","0.1534"
"LOC100190940|100190940","-0.0517","0.9497(0.8846-1.0195)","-1.4269","2.04","0.1536"
"C11orf53|341032","-0.0649","0.9372(0.8572-1.0247)","-1.4249","2.03","0.1542"
"ESRP1|54845","-0.1911","0.826(0.6349-1.0747)","-1.4233","2.03","0.1547"
"EPHX4|253152","0.0749","1.0778(0.9718-1.1954)","1.4189","2.01","0.1559"
"LRRTM1|347730","0.0544","1.0559(0.9795-1.1384)","1.4187","2.01","0.156"
"LOC284798|284798","-0.0969","0.9076(0.7938-1.0377)","-1.4184","2.01","0.1561"
"GCKR|2646","0.0805","1.0838(0.9697-1.2113)","1.4177","2.01","0.1563"
"GABRQ|55879","0.096","1.1008(0.9638-1.2572)","1.4157","2","0.1569"
"SPINK4|27290","-0.0753","0.9274(0.8356-1.0294)","-1.4154","2","0.157"
"SERPINA4|5267","0.043","1.0439(0.9836-1.108)","1.4149","2","0.1571"
"LOC284100|284100","-0.115","0.8914(0.7602-1.0453)","-1.415","2","0.1571"
"PRB1|5542","-0.1184","0.8883(0.7539-1.0467)","-1.4149","2","0.1571"
"ASF1B|55723","0.1202","1.1277(0.9546-1.3322)","1.4135","2","0.1575"
"FADS6|283985","-0.0562","0.9454(0.8745-1.022)","-1.4133","2","0.1576"
"WDR12|55759","0.2136","1.2381(0.9205-1.6654)","1.4122","1.99","0.1579"
"DERL3|91319","-0.0952","0.9092(0.7966-1.0377)","-1.4118","1.99","0.158"
"NOP16|51491","0.1779","1.1947(0.9331-1.5295)","1.4111","1.99","0.1582"
"PPP1R14D|54866","-0.0454","0.9556(0.8972-1.0179)","-1.4101","1.99","0.1585"
"COL11A2|1302","-0.0652","0.9369(0.8557-1.0258)","-1.4097","1.99","0.1586"
"HN1|51155","0.1611","1.1748(0.939-1.4699)","1.4093","1.99","0.1587"
"ACTL6B|51412","-0.1981","0.8203(0.6225-1.081)","-1.4069","1.98","0.1595"
"TDRKH|11022","-0.1755","0.839(0.657-1.0716)","-1.4062","1.98","0.1597"
"MYEOV|26579","0.0423","1.0432(0.9835-1.1066)","1.4054","1.98","0.1599"
"UGT1A7|54577","0.0835","1.0871(0.9676-1.2213)","1.4056","1.98","0.1599"
"NKAIN3|286183","0.1186","1.1259(0.9542-1.3286)","1.4049","1.97","0.16"
"CALR3|125972","-0.195","0.8228(0.6269-1.08)","-1.4051","1.97","0.16"
"HSP90B1|7184","0.1986","1.2197(0.9245-1.6092)","1.4047","1.97","0.1601"
"TRIM10|10107","0.0737","1.0764(0.9713-1.193)","1.4045","1.97","0.1602"
"C19orf45|374877","-0.0811","0.9221(0.8235-1.0327)","-1.4034","1.97","0.1605"
"LOC285548|285548","0.1069","1.1128(0.9584-1.2921)","1.4024","1.97","0.1608"
"CBX3|11335","0.2102","1.2339(0.9195-1.6557)","1.4007","1.96","0.1613"
"MIOX|55586","-0.0607","0.9411(0.8644-1.0246)","-1.3997","1.96","0.1616"
"CD1A|909","-0.0489","0.9523(0.8893-1.0198)","-1.3982","1.95","0.1621"
"MAGEB1|4112","-0.0776","0.9253(0.8299-1.0317)","-1.398","1.95","0.1621"
"PRR5-ARHGAP8|553158","-0.0882","0.9156(0.8092-1.0361)","-1.3978","1.95","0.1622"
"OR51B5|282763","-0.1708","0.843(0.6634-1.0712)","-1.3974","1.95","0.1623"
"TRIM9|114088","0.0565","1.0581(0.9774-1.1456)","1.3955","1.95","0.1629"
"C19orf57|79173","-0.0905","0.9134(0.8044-1.0373)","-1.3951","1.95","0.163"
"KIAA1875|340390","-0.0751","0.9277(0.8348-1.0309)","-1.3946","1.94","0.1631"
"CBR3|874","-0.0857","0.9179(0.8137-1.0354)","-1.394","1.94","0.1633"
"C5orf46|389336","0.0629","1.0649(0.9747-1.1634)","1.3931","1.94","0.1636"
"PDZK1|5174","0.1234","1.1313(0.951-1.3459)","1.3931","1.94","0.1636"
"CIB2|10518","0.0938","1.0983(0.9625-1.2533)","1.3926","1.94","0.1637"
"KIAA1199|57214","0.0623","1.0643(0.9749-1.1619)","1.3925","1.94","0.1638"
"FCRL4|83417","-0.0824","0.9209(0.8201-1.0341)","-1.3924","1.94","0.1638"
"EME1|146956","0.1033","1.1088(0.9587-1.2825)","1.3921","1.94","0.1639"
"SCN5A|6331","0.0745","1.0773(0.9701-1.1965)","1.3921","1.94","0.1639"
"GPR26|2849","-0.1341","0.8745(0.7241-1.0562)","-1.3919","1.94","0.1639"
"DKC1|1736","0.2239","1.251(0.9126-1.7148)","1.3915","1.94","0.1641"
"CLEC2A|387836","-0.1437","0.8662(0.7074-1.0605)","-1.3913","1.94","0.1641"
"LOC728613|728613","-0.1029","0.9022(0.7805-1.043)","-1.3911","1.94","0.1642"
"KCNH1|3756","0.0887","1.0928(0.9642-1.2385)","1.3898","1.93","0.1646"
"C2orf27A|29798","0.145","1.1561(0.9422-1.4185)","1.3894","1.93","0.1647"
"CILP2|148113","0.0656","1.0678(0.9734-1.1715)","1.3885","1.93","0.165"
"MYO18B|84700","-0.068","0.9343(0.8488-1.0285)","-1.3867","1.92","0.1655"
"CA10|56934","-0.0463","0.9547(0.8942-1.0194)","-1.3856","1.92","0.1659"
"ZDHHC9|51114","-0.1453","0.8647(0.704-1.0622)","-1.3851","1.92","0.166"
"DEFB1|1672","0.0461","1.0472(0.981-1.1178)","1.385","1.92","0.1661"
"CLCA4|22802","0.0839","1.0875(0.9656-1.2248)","1.3833","1.91","0.1666"
"MMP15|4324","-0.1365","0.8724(0.7188-1.0587)","-1.3825","1.91","0.1668"
"GPR50|9248","-0.178","0.837(0.6503-1.0772)","-1.3824","1.91","0.1669"
"UROC1|131669","-0.1258","0.8818(0.7377-1.054)","-1.3822","1.91","0.1669"
"FAM83C|128876","-0.1715","0.8424(0.6606-1.0744)","-1.3817","1.91","0.1671"
"PRB3|5544","-0.067","0.9352(0.8504-1.0285)","-1.381","1.91","0.1673"
"MUC21|394263","-0.0363","0.9643(0.9158-1.0154)","-1.3808","1.91","0.1673"
"RAB26|25837","-0.0799","0.9232(0.8241-1.0341)","-1.3805","1.91","0.1674"
"APOB|338","0.0631","1.0652(0.9738-1.1651)","1.3799","1.9","0.1676"
"PNLIPRP3|119548","0.0814","1.0848(0.9663-1.2179)","1.3798","1.9","0.1676"
"HOXB8|3218","0.0461","1.0472(0.9808-1.1181)","1.3793","1.9","0.1678"
"LMO1|4004","0.0948","1.0995(0.9608-1.2581)","1.3786","1.9","0.168"
"PRR19|284338","0.1247","1.1328(0.9485-1.3529)","1.3765","1.89","0.1687"
"BCL2L12|83596","0.1935","1.2135(0.921-1.5987)","1.3753","1.89","0.169"
"FAM166A|401565","-0.1299","0.8781(0.7297-1.0569)","-1.3749","1.89","0.1692"
"FBXO43|286151","0.0956","1.1003(0.96-1.2611)","1.3737","1.89","0.1695"
"KCNH8|131096","-0.0656","0.9365(0.8527-1.0286)","-1.3709","1.88","0.1704"
"ECM1|1893","0.0747","1.0776(0.9683-1.1991)","1.3701","1.88","0.1707"
"MDGA2|161357","0.0812","1.0846(0.9656-1.2183)","1.3698","1.88","0.1708"
"HIST1H2BO|8348","0.0963","1.1011(0.9593-1.2639)","1.3694","1.88","0.1709"
"C20orf20|55257","0.1921","1.2118(0.9202-1.5959)","1.3679","1.87","0.1714"
"AVL9|23080","0.1699","1.1852(0.9291-1.512)","1.3678","1.87","0.1714"
"HSPA6|3310","0.0901","1.0943(0.9618-1.245)","1.3678","1.87","0.1714"
"PCDHB2|56133","0.0808","1.0841(0.9656-1.2172)","1.3668","1.87","0.1717"
"ADCK5|203054","-0.1306","0.8776(0.7276-1.0584)","-1.3663","1.87","0.1719"
"BAMBI|25805","0.0646","1.0667(0.9722-1.1704)","1.3649","1.86","0.1723"
"ADAM6|8755","-0.0666","0.9356(0.8503-1.0295)","-1.3645","1.86","0.1724"
"HOXA11AS|221883","0.0747","1.0776(0.9678-1.1998)","1.3633","1.86","0.1728"
"FAM123C|205147","-0.1197","0.8872(0.747-1.0538)","-1.3631","1.86","0.1729"
"POF1B|79983","0.0487","1.0499(0.9789-1.126)","1.3627","1.86","0.173"
"IBSP|3381","0.0504","1.0517(0.9781-1.1307)","1.3621","1.86","0.1732"
"PCNA|5111","0.161","1.1747(0.9316-1.4813)","1.3609","1.85","0.1736"
"RCC1|1104","0.1573","1.1703(0.933-1.468)","1.3599","1.85","0.1739"
"MAP7D2|256714","-0.057","0.9446(0.87-1.0255)","-1.3596","1.85","0.174"
"GRM4|2914","-0.0661","0.936(0.8509-1.0296)","-1.3596","1.85","0.174"
"SRPX2|27286","0.0787","1.0818(0.9658-1.2118)","1.3592","1.85","0.1741"
"GIF|2694","0.2098","1.2334(0.9112-1.6695)","1.3582","1.84","0.1744"
"CA6|765","-0.1038","0.9014(0.7761-1.0471)","-1.3579","1.84","0.1745"
"LECT1|11061","-0.0387","0.962(0.9097-1.0173)","-1.3573","1.84","0.1747"
"REG4|83998","-0.0692","0.9332(0.8444-1.0313)","-1.3562","1.84","0.175"
"PRIM2|5558","0.1269","1.1353(0.9449-1.3639)","1.3551","1.84","0.1754"
"PPAPDC1B|84513","-0.1634","0.8493(0.6703-1.076)","-1.3534","1.83","0.1759"
"MSTO2P|100129405","-0.1127","0.8934(0.7589-1.0519)","-1.3529","1.83","0.1761"
"MPHOSPH9|10198","0.146","1.1572(0.9366-1.4296)","1.353","1.83","0.1761"
"C6orf227|401253","-0.1034","0.9018(0.7763-1.0476)","-1.3521","1.83","0.1763"
"PIM2|11040","-0.1149","0.8914(0.7544-1.0534)","-1.3495","1.82","0.1772"
"AGXT2|64902","-0.1784","0.8366(0.6456-1.0842)","-1.3487","1.82","0.1774"
"C1orf31|388753","0.1406","1.151(0.9382-1.4121)","1.3481","1.82","0.1776"
"EFNA5|1946","0.0948","1.0995(0.9579-1.262)","1.348","1.82","0.1777"
"FAM133A|286499","-0.0399","0.9609(0.9066-1.0183)","-1.3475","1.82","0.1778"
"LOC399815|399815","0.0875","1.0915(0.9609-1.2398)","1.3464","1.81","0.1782"
"KLHL17|339451","-0.1143","0.892(0.7552-1.0535)","-1.3463","1.81","0.1782"
"PRPF40B|25766","-0.1343","0.8743(0.719-1.0632)","-1.3456","1.81","0.1784"
"SLC1A4|6509","-0.1139","0.8924(0.756-1.0534)","-1.3451","1.81","0.1786"
"HIST1H1E|3008","0.0947","1.0993(0.9575-1.262)","1.3439","1.81","0.179"
"DNASE1|1773","0.1427","1.1534(0.9365-1.4206)","1.343","1.8","0.1793"
"PSIMCT-1|100101490","0.1193","1.1267(0.9466-1.3412)","1.3426","1.8","0.1794"
"C17orf47|284083","-0.133","0.8755(0.7209-1.0631)","-1.3426","1.8","0.1794"
"TLL2|7093","0.074","1.0768(0.9665-1.1997)","1.3423","1.8","0.1795"
"UGT2A1|10941","-0.0835","0.9199(0.8142-1.0392)","-1.3421","1.8","0.1796"
"MEF2B|100271849","-0.0868","0.9169(0.8077-1.0408)","-1.3413","1.8","0.1798"
"MMP9|4318","0.0691","1.0715(0.9685-1.1855)","1.3397","1.79","0.1804"
"RASD1|51655","-0.0608","0.941(0.8608-1.0286)","-1.3391","1.79","0.1805"
"?|391343","-0.1458","0.8643(0.6982-1.07)","-1.3391","1.79","0.1805"
"GBX1|2636","-0.1482","0.8622(0.694-1.0712)","-1.3391","1.79","0.1806"
"HNF4G|3174","0.0663","1.0686(0.9696-1.1777)","1.3379","1.79","0.1809"
"PPP1R14B|26472","0.1624","1.1763(0.9271-1.4925)","1.3366","1.79","0.1814"
"ITPKA|3706","0.0488","1.0501(0.9775-1.1281)","1.3361","1.79","0.1815"
"SUV39H2|79723","0.1606","1.1742(0.9278-1.4861)","1.336","1.78","0.1815"
"LUZP4|51213","-0.3473","0.7066(0.4245-1.1762)","-1.3359","1.78","0.1816"
"MCM7|4176","0.1401","1.1504(0.9366-1.413)","1.3357","1.78","0.1817"
"GNB3|2784","-0.0907","0.9133(0.7994-1.0434)","-1.3352","1.78","0.1818"
"ABCA17P|650655","-0.0705","0.9319(0.8403-1.0336)","-1.3346","1.78","0.182"
"PSRC1|84722","0.1127","1.1193(0.9482-1.3212)","1.3319","1.77","0.1829"
"C6orf147|387097","-0.0994","0.9053(0.782-1.0482)","-1.3304","1.77","0.1834"
"C16orf59|80178","0.109","1.1151(0.9497-1.3093)","1.3301","1.77","0.1835"
"ZNF215|7762","0.0864","1.0902(0.9599-1.2382)","1.3294","1.77","0.1837"
"ZNF208|7757","-0.0657","0.9364(0.85-1.0316)","-1.3294","1.77","0.1837"
"TCTE3|6991","-0.1247","0.8828(0.7343-1.0612)","-1.3279","1.76","0.1842"
"C21orf129|150135","-0.1213","0.8857(0.7405-1.0595)","-1.3276","1.76","0.1843"
"MST1P9|11223","-0.0521","0.9492(0.879-1.0251)","-1.3274","1.76","0.1844"
"SLC26A4|5172","-0.0574","0.9443(0.8675-1.0278)","-1.3258","1.76","0.1849"
"GGT8P|645367","-0.0764","0.9265(0.8276-1.0372)","-1.3257","1.76","0.1849"
"C4BPB|725","-0.0443","0.9567(0.8959-1.0215)","-1.3239","1.75","0.1855"
"MOGAT2|80168","-0.1728","0.8413(0.6514-1.0866)","-1.3236","1.75","0.1856"
"C3orf57|165679","0.0424","1.0433(0.9797-1.111)","1.3221","1.75","0.1861"
"DNAJC10|54431","0.1874","1.2061(0.9135-1.5923)","1.3218","1.75","0.1862"
"HP|3240","-0.0382","0.9625(0.9093-1.0187)","-1.3198","1.74","0.1869"
"NCRNA00105|80161","-0.0636","0.9384(0.8538-1.0313)","-1.3196","1.74","0.187"
"CCHCR1|54535","-0.1569","0.8548(0.6771-1.0792)","-1.319","1.74","0.1872"
"TTYH3|80727","0.1398","1.15(0.9342-1.4156)","1.3184","1.74","0.1874"
"TFF1|7031","0.0315","1.032(0.9847-1.0814)","1.3164","1.73","0.188"
"PAK3|5063","-0.055","0.9465(0.872-1.0273)","-1.3163","1.73","0.1881"
"MIF|4282","0.1207","1.1283(0.9426-1.3505)","1.3157","1.73","0.1883"
"CHODL|140578","0.0673","1.0697(0.9676-1.1825)","1.3156","1.73","0.1883"
"FKBP10|60681","0.0799","1.0832(0.9616-1.2202)","1.3154","1.73","0.1884"
"CCL19|6363","-0.0564","0.9451(0.8689-1.028)","-1.3154","1.73","0.1884"
"GARS|2617","0.1933","1.2133(0.9095-1.6185)","1.3148","1.73","0.1886"
"CA9|768","0.0372","1.0379(0.9819-1.097)","1.3147","1.73","0.1886"
"GPR89C|728932","-0.122","0.8851(0.7378-1.0619)","-1.3137","1.73","0.1889"
"TRIB3|57761","0.1174","1.1246(0.9438-1.3399)","1.3133","1.72","0.1891"
"TSHR|7253","-0.0809","0.9222(0.8172-1.0408)","-1.312","1.72","0.1895"
"KBTBD12|166348","-0.0499","0.9513(0.8829-1.025)","-1.3116","1.72","0.1897"
"FGG|2266","0.0293","1.0298(0.9856-1.0759)","1.3115","1.72","0.1897"
"UCN3|114131","-0.0535","0.9479(0.8749-1.0269)","-1.3108","1.72","0.1899"
"UFSP1|402682","-0.13","0.8781(0.7229-1.0665)","-1.3107","1.72","0.19"
"TRAF5|7188","-0.1097","0.8961(0.7605-1.0559)","-1.3103","1.72","0.1901"
"A2BP1|54715","-0.0838","0.9196(0.8112-1.0425)","-1.3102","1.72","0.1901"
"ORM1|5004","-0.0416","0.9593(0.9014-1.0209)","-1.3101","1.72","0.1902"
"SOX14|8403","-0.0876","0.9161(0.8034-1.0445)","-1.3094","1.71","0.1904"
"ORC6L|23594","0.094","1.0986(0.9542-1.2648)","1.3083","1.71","0.1908"
"MIAT|440823","-0.065","0.937(0.85-1.033)","-1.3075","1.71","0.191"
"RPSAP52|204010","0.0635","1.0655(0.9688-1.1719)","1.3071","1.71","0.1912"
"GPT2|84706","-0.0957","0.9087(0.7872-1.0491)","-1.306","1.71","0.1915"
"LHX1|3975","0.0566","1.0582(0.972-1.152)","1.3055","1.7","0.1917"
"CYP2D7P1|1564","-0.0739","0.9288(0.8311-1.0379)","-1.3038","1.7","0.1923"
"DLX4|1748","-0.0916","0.9125(0.7951-1.0473)","-1.3027","1.7","0.1927"
"GABBR2|9568","-0.0531","0.9482(0.8754-1.0272)","-1.3026","1.7","0.1927"
"OR7A5|26659","0.1139","1.1206(0.9439-1.3304)","1.3003","1.69","0.1935"
"COL9A1|1297","0.0826","1.0861(0.9589-1.2301)","1.3","1.69","0.1936"
"FLJ36000|284124","0.0952","1.0999(0.9528-1.2697)","1.2997","1.69","0.1937"
"CHRNB4|1143","0.0794","1.0827(0.9604-1.2205)","1.2992","1.69","0.1939"
"NPTX1|4884","-0.0427","0.9582(0.8984-1.022)","-1.2992","1.69","0.1939"
"REEP2|51308","-0.0805","0.9227(0.8172-1.0418)","-1.2992","1.69","0.1939"
"RFX8|731220","0.0765","1.0795(0.9618-1.2116)","1.2985","1.69","0.1941"
"CYC1|1537","0.1423","1.1529(0.9301-1.429)","1.2985","1.69","0.1941"
"SRD5A1|6715","0.1355","1.1451(0.9333-1.4049)","1.2982","1.69","0.1942"
"CABP4|57010","-0.063","0.939(0.8538-1.0326)","-1.2982","1.69","0.1942"
"ISG15|9636","0.0787","1.0819(0.9605-1.2186)","1.297","1.68","0.1946"
"NOL4|8715","0.0599","1.0618(0.9697-1.1626)","1.2951","1.68","0.1953"
"AFP|174","0.0875","1.0915(0.956-1.2461)","1.2948","1.68","0.1954"
"ADSSL1|122622","0.0954","1.1001(0.9521-1.2712)","1.2945","1.68","0.1955"
"CPE|1363","0.0706","1.0732(0.9643-1.1944)","1.2938","1.67","0.1957"
"REG3A|5068","0.1473","1.1588(0.9269-1.4486)","1.2935","1.67","0.1958"
"PCSK2|5126","-0.0303","0.9701(0.9265-1.0158)","-1.2913","1.67","0.1966"
"ATOH1|474","0.1242","1.1323(0.9374-1.3677)","1.2891","1.66","0.1974"
"C4orf48|401115","0.0849","1.0886(0.9568-1.2385)","1.2887","1.66","0.1975"
"MOGAT3|346606","0.1397","1.1499(0.9298-1.4221)","1.2886","1.66","0.1975"
"IYD|389434","-0.0447","0.9563(0.8935-1.0236)","-1.2884","1.66","0.1976"
"NOTUM|147111","-0.0481","0.953(0.8858-1.0254)","-1.2881","1.66","0.1977"
"PTGES|9536","0.0792","1.0825(0.9594-1.2212)","1.2873","1.66","0.198"
"NUDT8|254552","-0.1264","0.8813(0.727-1.0683)","-1.2874","1.66","0.198"
"GPRC6A|222545","-0.1498","0.8609(0.6852-1.0816)","-1.2863","1.65","0.1983"
"CBX2|84733","0.079","1.0822(0.9595-1.2206)","1.2862","1.65","0.1984"
"SUSD4|55061","-0.066","0.9362(0.8465-1.0353)","-1.284","1.65","0.1991"
